"","ID","model1","model2","model3"
"1",1,0.926594007955322,0.165976224999277,0.671792282934853
"2",2,0.46895300373915,0.43328304989562,0.378805461594535
"3",3,0.50700138754133,0.257388940414892,0.442003368910195
"4",4,0.680547318965804,0.354160103377646,0.620511546593489
"5",5,-0.0273126073822659,0.190836904408506,0.270143717867347
"6",6,0.119541216274469,0.203342627045383,0.190699688194664
"7",7,0.167042956835978,0.243435317476167,0.254560731974076
"8",8,0.0972376319907799,0.246719336754076,0.300937152453377
"9",9,0.191030431050737,0.124207563737086,0.346198233502751
"10",10,0.194930425218056,0.0699584291746581,0.241214234190069
"11",11,0.123860083535649,0.20747474970099,0.102794316754078
"12",12,0.193601458631134,0.26320145228149,0.318903037547868
"13",13,0.162625786591415,0.336101611005688,0.267900896169074
"14",14,0.117490767907435,0.181546363508318,0.190194476117005
"15",15,0.172020702428968,0.231660343796636,0.170221874962073
"16",16,0.0618047664653516,0.149834980723827,0.128578179107759
"17",17,0.171690305169835,0.245921724359282,0.195029731135701
"18",18,0.139520536451432,0.149732792102386,0.216314095512588
"19",19,0.10576037584869,0.173310448701919,0.0964210437059103
"20",20,0.237397619159194,0.178939781078475,0.228743024745621
"21",21,0.0821508472925915,0.0954886556969674,0.154682316812152
"22",22,0.191743333049515,0.218366363954351,0.112560250032951
"23",23,0.212708089587849,0.0154049305271672,0.350648422806388
"24",24,0.200954030780774,0.326866438253395,0.115784248874909
"25",25,0.0721865627301863,0.0332302897546867,0.213709808621434
"26",26,0.228781556516816,0.117060488407518,0.220142186658128
"27",27,0.206953289112883,0.0702851673132662,0.282541229522364
"28",28,0.139923564054809,0.160514184440807,-0.0236038242348826
"29",29,0.219646402464406,0.260091567691938,0.150268351213479
"30",30,0.199260661492703,0.189123268043318,0.0152837672285949
"31",31,0.176688227708843,0.0619923570126835,0.283256399753791
"32",32,0.195036974115671,0.20484143331499,0.281631656625757
"33",33,0.202292215097758,0.251607260532076,0.326382697399177
"34",34,0.0598726977220049,0.0883321775553201,0.152187794662018
"35",35,0.259392873339055,0.140714346786925,0.288508119884842
"36",36,0.193658130605427,0.313953070488116,0.27108834493278
"37",37,0.237992308909859,0.212189455579526,0.294974975745537
"38",38,0.0602552937023306,0.260568749462655,0.222020367951965
"39",39,0.227059838172379,0.167382171692646,0.0173845105842885
"40",40,0.356065103796673,0.172478240452188,0.181424491552164
"41",41,0.349244424916915,0.330473623884005,0.359572274809747
"42",42,0.275585253035481,0.224104822732829,0.305387414919455
"43",43,0.123970539228142,0.235221626460861,0.213233829819426
"44",44,0.156335816958326,0.205761153455277,0.253913496120017
"45",45,0.179009947746855,0.0879354112502377,0.172837739500354
"46",46,0.113556669440145,0.114612011827463,0.17185321275418
"47",47,0.144740470640957,0.242338242085741,0.152310475872415
"48",48,0.254104977206367,0.151620383860619,0.227876938758856
"49",49,0.335427490931972,0.113625788343303,0.211970613276082
"50",50,0.244166485480153,0.207114316073907,0.199875607103112
"51",51,0.309248142179392,0.184475983764847,0.316561937552989
"52",52,0.264872265622619,0.263387224379177,0.300908986487845
"53",53,0.140258846730229,0.227204736127886,0.381862851505376
"54",54,0.0808576832625774,0.16246413552139,0.202694297647514
"55",55,0.188792126633492,0.158829346464356,0.201184340647768
"56",56,0.143358097367757,0.258968975607566,0.173333180347127
"57",57,0.148401063146372,0.22796915533935,0.230338090311832
"58",58,0.196408064499092,0.142631656969144,0.282449272519895
"59",59,0.182312338059449,0.0492506862688583,0.329009668830329
"60",60,0.122519624525111,0.420232700082595,0.213146547402887
"61",61,0.365227501416052,0.320048677420545,0.394612750452306
"62",62,0.059137488808313,0.0996425824711049,0.195865005611067
"63",63,0.283807238294869,0.0941075550385298,0.171562245616724
"64",64,0.171598340431006,0.167450022467125,0.171205228597758
"65",65,0.126374446822888,0.0934996780896451,0.14456597567862
"66",66,0.183629161113862,0.315771540168734,0.221537677931279
"67",67,0.198382607129551,0.202523370518043,0.1303224856262
"68",68,0.226399541499726,0.224033082054795,0.281163406135534
"69",69,0.158426270090991,0.0788344750214042,0.163147462260416
"70",70,0.260134619166213,0.0523440101844137,0.0956136982228739
"71",71,0.0816831007235608,0.281711194148216,0.323635421856692
"72",72,0.0789233237489344,0.203127860050581,0.259745509143859
"73",73,0.228253161962513,0.271203232305737,0.201504730725161
"74",74,0.0166568775902617,0.259368045998588,0.120686817118757
"75",75,0.110637694558519,0.267527116070248,0.236462772210475
"76",76,0.217367952745463,0.232376125840447,0.246862693092436
"77",77,0.183766016017342,0.237561254828758,0.160000129952168
"78",78,0.167967083743087,0.135875473307599,0.206541878600189
"79",79,0.183206693732669,0.0970336337651286,0.23561279378696
"80",80,0.116674588976864,0.267665086586471,0.254974868468073
"81",81,0.154669009360269,0.229185652862587,0.0661470307686174
"82",82,0.117813744120768,0.0910435448266215,0.217823632477268
"83",83,0.148838801341265,0.19104787474068,0.187973984714731
"84",84,0.0876592655628622,0.108964486616521,0.135149082799568
"85",85,0.171064901917014,0.118311406219062,0.201038702493996
"86",86,0.185829470766581,0.231791634278496,0.199470018043661
"87",87,0.126236035258802,0.116062720041726,0.143139354883973
"88",88,0.189649657295097,0.129791508165108,0.16870924709061
"89",89,0.13928485583554,0.291496685335116,0.220270071173879
"90",90,0.190321236193122,0.19955651950422,0.0799338536578082
"91",91,0.187131401231183,0.203423238402601,0.14149179738673
"92",92,0.180681956797664,0.221708801825666,0.292688724048377
"93",93,0.181450473816645,0.219601754264386,0.197763114201676
"94",94,0.201225176325831,0.174370432876867,0.317061391374665
"95",95,0.364373052836968,0.194095922438444,0.243289475634905
"96",96,0.199531058760238,0.296401940518554,0.218019448912804
"97",97,0.196818787739636,0.271917286910136,0.167786718867209
"98",98,0.204265737992428,0.120373337112557,0.204421678080501
"99",99,0.212075251580947,0.115741218955968,0.198383900281841
"100",100,0.127829780649235,0.376129523598716,0.264846974390261
"101",101,0.273789976717824,0.347831438005694,0.416204258163267
"102",102,0.131579725531513,0.552060429494586,0.35200249114988
"103",103,0.128646887398086,0.206202012680541,0.387390645447657
"104",104,0.245224050403682,0.269166849994851,0.266586292003956
"105",105,0.224109865637382,0.192546934974728,0.302956927508049
"106",106,0.267069113772405,0.401891279157083,0.15798962321882
"107",107,0.220958355659885,0.318667443366508,0.253138198354564
"108",108,0.194485058967086,0.243212180166829,0.145212135307153
"109",109,0.249460731482892,0.393638677508589,0.240735044347423
"110",110,0.132459481702881,0.235774765982566,0.175625843124301
"111",111,0.174842306555126,0.371196166508794,0.358060610148262
"112",112,0.168952651474205,0.219940398519288,0.400646888501477
"113",113,0.209500522094383,0.248561668609499,0.330289372886551
"114",114,0.157422239851705,0.222221355423397,0.246556396776699
"115",115,0.145732628778973,0.208045709545395,0.325963968234883
"116",116,0.151269141076643,0.194938870174273,0.230815502639484
"117",117,0.18801739558134,0.21860785838131,0.195823973105888
"118",118,0.176173104904372,0.17700700683197,0.161415301973867
"119",119,0.273386318556749,0.162389909890913,0.218558540599008
"120",120,0.227768012692466,0.13605449790009,0.233700605190119
"121",121,0.132520140569588,0.176145814200606,0.217104059168577
"122",122,0.147417792651854,0.164990936358179,0.11087938248208
"123",123,0.19111229488287,0.139030538021609,0.284671875562135
"124",124,0.175341098234602,0.197384862852029,0.250481271397481
"125",125,0.160398374181963,0.113755794818615,0.19527039890861
"126",126,0.104408541632467,0.291427534329412,0.283721240127015
"127",127,0.0885540369951448,0.155561646581801,0.142163042769428
"128",128,0.0595000589254967,0.102228130340038,0.185007414212037
"129",129,0.124194775081634,0.228447123144,0.169452565710632
"130",130,0.100814450092229,0.0963404034017522,0.106712711598326
"131",131,0.151523168449281,0.196943013880526,0.34456292322738
"132",132,0.16692724864786,0.11207911440103,0.223654443259379
"133",133,0.131559014154616,0.0716676734311944,0.328453876778121
"134",134,0.159422473910275,0.0433709998436402,0.232767020084283
"135",135,0.222827268526811,0.188466227119411,0.23350397248959
"136",136,0.226074247444857,0.103958638389458,0.206570086925811
"137",137,0.0473280586316676,0.190947172159499,0.133940123153244
"138",138,0.0566370764697369,0.22878014861757,0.259542614831618
"139",139,0.103027667217319,0.112388495375616,0.198074883404777
"140",140,0.0958382157610776,0.133246762444795,0.186671883427491
"141",141,0.0713952384831292,0.155040076773579,0.200172180820999
"142",142,0.119962071405013,0.36537114053267,0.295770402822731
"143",143,0.164806898440259,0.194253003919931,0.151093244650614
"144",144,0.13146410008004,0.119787305818756,0.0600414942871327
"145",145,0.0414429047764019,0.21534753668196,0.1928309420592
"146",146,0.254225099247486,0.258481310376899,0.339584247799505
"147",147,0.0763002680914386,0.152447078147596,0.143504638396621
"148",148,0.0916382530647427,0.174464428028693,0.0195123964890873
"149",149,-0.0120250539923856,0.152880641742512,0.0770593942968069
"150",150,0.0677995916973183,0.253892949882871,0.102079598814559
"151",151,0.184113033078371,0.0977745241369627,0.133720558084137
"152",152,0.0555181144916554,0.135196764331225,0.172749046062307
"153",153,0.201720388246217,0.284963930106313,0.261626526905072
"154",154,0.0838159217567291,0.123425412213774,0.11129729785578
"155",155,0.15275844141503,0.112331326665374,0.168626478442185
"156",156,0.120078150439866,0.121055694439215,0.134196095334085
"157",157,0.102847729827996,0.100662043595343,0.0692948908926187
"158",158,0.21234824335445,0.122504740106713,0.0913375855507172
"159",159,0.131760665235012,0.231718584641655,0.20151791380487
"160",160,0.252190185967189,0.161982870513179,0.127763932155328
"161",161,0.165623909577855,0.114417282603546,0.142479592100448
"162",162,0.106858956367288,0.0950702241189835,0.0367571220924713
"163",163,0.0873641347990512,0.156323366509643,0.134472104232965
"164",164,0.13890150631213,0.212148948567387,0.0603094505832545
"165",165,0.206111918603332,0.194382480529596,0.117260093238862
"166",166,0.124540190252472,0.389967128803523,0.167955508505974
"167",167,0.231230221757942,0.262914629802317,0.238167576666616
"168",168,0.127572322892191,0.328249928172013,0.256942500086243
"169",169,0.2360202170284,0.191732177118979,0.235837791388183
"170",170,0.23284070692692,0.279885549467541,0.323406132112579
"171",171,0.199620220265759,0.155912468707441,0.292639774568786
"172",172,0.164013724381588,0.259124253335188,0.235664821202408
"173",173,0.183704529165445,0.438397937711099,0.430003215645672
"174",174,0.116392507359591,0.348901110724143,0.32511686724336
"175",175,0.100350994780251,0.289040903728565,0.24695892197998
"176",176,0.05308063301975,0.246021857564312,0.302842504877974
"177",177,0.0753380944532063,0.340739234438409,0.283041562536386
"178",178,0.233104456354187,0.526993878712969,0.484064197799729
"179",179,0.170530995410136,0.416550817435278,0.335803735578681
"180",180,0.234684567663695,0.465155262131906,0.297001517911884
"181",181,0.266271225905701,0.380886048894988,0.200773600500417
"182",182,0.11899220321855,0.276566256180728,0.466602318304367
"183",183,0.213006846335759,0.554711398856759,0.384496137254134
"184",184,0.176672344407791,0.31961483515874,0.319835321783143
"185",185,0.169229349423208,0.517918034745572,0.267009798468664
"186",186,0.125058427360077,0.487064595159807,0.266608575730363
"187",187,0.125489686257167,0.438792795899309,0.251097929497577
"188",188,0.165035243253043,0.317631418371713,0.351301602926252
"189",189,0.199561995743267,0.447724526977254,0.373235438163089
"190",190,0.32138516416822,0.502169349637805,0.331127267070578
"191",191,0.0710501182126854,0.371520775360832,0.3444963453856
"192",192,0.212990468230446,0.282389178540079,0.400294091810974
"193",193,0.115818319409484,0.354332109952877,0.223717984445732
"194",194,0.354340929286976,0.114117952209076,0.325249580590827
"195",195,0.315482882865592,0.369961654588288,0.239699539248338
"196",196,0.147364307312805,0.234246535365368,0.215891606042183
"197",197,0.111035346060819,0.306482722699749,0.271839644304584
