"","Estimate","Est.Error","Q2.5","Q97.5","Glottocode","Verb_final","Free_word_order","Nominal_case","AUTOTYP_area","Longitude","Latitude","Glottocode2"
"hame1242",0.711424265837549,0.290247248149613,0.0581614937806544,0.999474300581538,"hame1242","1","1","1","Greater Abyssinia",36.5176,5.06515,"hame1242"
"ikkk1242",0.107616549052163,0.167807169020095,3.96552424209307e-05,0.629356448007403,"ikkk1242","0","0","1","S Africa",34.2507,3.61407,"ikkk1242"
"sooo1256",0.107301348156364,0.166889801243919,3.64860435419655e-05,0.629847403589389,"sooo1256","0","0","0","S Africa",34.7595,2.58367,"sooo1256"
"hoaa1235",0.144487115459568,0.216758653064766,2.68241301091292e-05,0.793042787961515,"hoaa1235","0","0","0","S Africa",24.69828,-23.93447,"hoaa1235"
"motu1246",0.525363479157067,0.159503455188655,0.226584188983615,0.8310994133152,"motu1246","1","1","0","S New Guinea",147.424,-9.67492,"motu1246"
"lala1268",0.482786609775005,0.157552813298778,0.185318163213709,0.788554884165787,"lala1268","1","0","0","S New Guinea",146.749,-8.93195,"lala1268"
"meke1243",0.52709973119755,0.158017362675907,0.226197387577091,0.830980140167523,"meke1243","1","1","0","S New Guinea",146.586,-8.23853,"meke1243"
"waim1251",0.526456498067738,0.15746632697356,0.230541003493984,0.830912430705863,"waim1251","1","1","0","S New Guinea",146.544,-8.67145,"waim1251"
"hula1239",0.547115164036542,0.157826972062406,0.244534665942077,0.846488803233562,"hula1239","1","1","1","S New Guinea",147.705,-9.99427,"hula1239"
"keap1239",0.546717671225065,0.157289045182092,0.24598457059042,0.841617331808193,"keap1239","1","1","1","S New Guinea",147.95,-10.1342,"keap1239"
"sina1266",0.541110046211209,0.158494308662729,0.239022755083746,0.84377978439068,"sina1266","1","1","0","S New Guinea",147.861,-9.79791,"sina1266"
"kili1267",0.428007488885393,0.159904588604994,0.145056858238917,0.753944511268789,"kili1267","0","0","0","S New Guinea",151.072,-8.72574,"kili1267"
"misi1243",0.478234645468473,0.163660980730424,0.182406863560957,0.80427329162002,"misi1243","1","1","0","S New Guinea",152.696,-10.6821,"misi1243"
"idun1242",0.497962097295805,0.163718513983723,0.198742652404359,0.823258138043132,"idun1242","1","1","0","S New Guinea",150.24,-9.34361,"idun1242"
"kolu1245",0.49698071323237,0.163241236555585,0.198682956842622,0.816169819968158,"kolu1245","1","1","0","S New Guinea",150.462,-9.42742,"kolu1245"
"iama1237",0.492628361579532,0.165197249725489,0.189912477513306,0.818465584050546,"iama1237","1","1","0","S New Guinea",150.573,-9.45005,"iama1237"
"buna1276",0.478841736178845,0.166134668856729,0.180747777462333,0.811552045443811,"buna1276","1","1","0","S New Guinea",151.066,-10.0761,"buna1276"
"dobu1241",0.479095706478787,0.164806698536505,0.182611068437585,0.808088389613544,"dobu1241","1","1","0","S New Guinea",150.825,-9.63239,"dobu1241"
"guma1254",0.370281195056681,0.157087384567614,0.10583173127482,0.70184209751286,"guma1254","1","0","0","S New Guinea",150.762,-9.28497,"guma1254"
"aree1239",0.37356259663422,0.156438641294983,0.109175279289009,0.709145577631317,"aree1239","1","0","0","S New Guinea",149.999,-9.67147,"aree1239"
"gapa1238",0.449275063638232,0.166600917670393,0.16083387751348,0.791544868719209,"gapa1238","1","1","0","S New Guinea",149.854,-9.73317,"gapa1238"
"weda1241",0.445284611358828,0.165203917807953,0.157362731824173,0.780676179202725,"weda1241","1","1","0","S New Guinea",150.172,-10.1246,"weda1241"
"tawa1275",0.378352367223838,0.15739348000071,0.111221833249517,0.70896326794212,"tawa1275","1","0","0","S New Guinea",150.644,-10.3115,"tawa1275"
"buhu1237",0.330574079824485,0.152002053539119,0.0844502779144627,0.664362303758655,"buhu1237","1","0","0","S New Guinea",150.18,-10.5074,"buhu1237"
"mais1250",0.330603105798065,0.152233842793701,0.084810706191138,0.670114468138543,"mais1250","1","0","0","S New Guinea",148.731,-9.22853,"mais1250"
"baba1268",0.230263393140844,0.123532468115557,0.048964205691339,0.521887386001422,"baba1268","0","0","0","Oceania",157.149,-7.22281,"baba1268"
"sisi1250",0.230803165130272,0.124334642195518,0.0489561025105819,0.523440993517387,"sisi1250","0","0","0","Oceania",156.83,-7,"sisi1250"
"hoav1238",0.219746883360462,0.118513302004969,0.0480268687392013,0.499427639105282,"hoav1238","0","0","0","Oceania",157.595,-8.19679,"hoav1238"
"kusa1251",0.219095288143951,0.116770885038648,0.0479930581409388,0.491469068131577,"kusa1251","0","0","0","Oceania",157.463,-8.04056,"kusa1251"
"rovi1238",0.221951978481131,0.120379144419093,0.0473322315367374,0.510000832069836,"rovi1238","0","0","0","Oceania",157.408,-8.20493,"rovi1238"
"blab1237",0.335146519083216,0.145957600449421,0.102157742941982,0.663602814483052,"blab1237","0","1","0","Oceania",159.419,-8.15058,"blab1237"
"koko1269",0.336086902361803,0.146003039863899,0.102440703511248,0.663636815503485,"koko1269","0","1","0","Oceania",159.191,-8.16481,"koko1269"
"chek1238",0.279608254495742,0.133580381431826,0.0707378939160194,0.582853508604162,"chek1238","0","0","0","Oceania",159.625,-8.27055,"chek1238"
"mono1273",0.256575326510873,0.124443183039728,0.063391155111057,0.541329741310165,"mono1273","1","0","0","Oceania",155.76,-7.05102,"mono1273"
"tora1259",0.256530282842932,0.125102298057971,0.0637685847192848,0.543809545380253,"tora1259","1","0","0","Oceania",155.496,-6.19922,"tora1259"
"zaba1237",0.259535001068397,0.126868949847518,0.0654439156402789,0.549635377512727,"zaba1237","0","0","0","Oceania",158.753,-7.74311,"zaba1237"
"bann1247",0.355144578520268,0.157682148362804,0.104153924742844,0.70621920483825,"bann1247","0","1","0","Oceania",155.128,-6.23061,"bann1247"
"teop1238",0.355385164783101,0.156522831637811,0.103095905261232,0.701789961883804,"teop1238","0","1","0","Oceania",154.971,-5.67474,"teop1238"
"sapo1253",0.288375780264457,0.139651497050862,0.073149353130518,0.602346716321065,"sapo1253","0","0","0","Oceania",154.732,-5.64103,"sapo1253"
"hali1244",0.283793317249497,0.142172248889383,0.0658480360227143,0.607571362646383,"hali1244","0","0","0","Oceania",154.662,-5.26603,"hali1244"
"neha1247",0.396832310552051,0.159330412110122,0.132252448302082,0.74138845521829,"neha1247","0","1","0","Oceania",154.2,-4.56875,"neha1247"
"papa1265",0.397085506826911,0.160657822272319,0.129280258823073,0.746219113691472,"papa1265","0","1","0","Oceania",155.289,-5.92283,"papa1265"
