"","Estimate","Est.Error","Q2.5","Q97.5","Glottocode","Verb_final","Free_word_order","Nominal_case","AUTOTYP_area","Longitude","Latitude","Glottocode2"
"hame1242",0.288575734162451,0.290247248149613,0.000525699418461631,0.941838506219346,"hame1242","1","1","1","Greater Abyssinia",36.5176,5.06515,"hame1242"
"ikkk1242",-0.107616549052163,0.167807169020095,-0.629356448007405,-3.96552424209312e-05,"ikkk1242","0","0","1","S Africa",34.2507,3.61407,"ikkk1242"
"sooo1256",-0.107301348156364,0.166889801243919,-0.62984740358939,-3.64860435419655e-05,"sooo1256","0","0","0","S Africa",34.7595,2.58367,"sooo1256"
"hoaa1235",-0.144487115459568,0.216758653064766,-0.793042787961515,-2.68241301091298e-05,"hoaa1235","0","0","0","S Africa",24.69828,-23.93447,"hoaa1235"
"motu1246",0.474636520842933,0.159503455188655,0.168900586684799,0.773415811016385,"motu1246","1","1","0","S New Guinea",147.424,-9.67492,"motu1246"
"lala1268",-0.482786609775005,0.157552813298778,-0.788554884165787,-0.185318163213709,"lala1268","1","0","0","S New Guinea",146.749,-8.93195,"lala1268"
"meke1243",0.47290026880245,0.158017362675907,0.169019859832477,0.773802612422909,"meke1243","1","1","0","S New Guinea",146.586,-8.23853,"meke1243"
"waim1251",0.473543501932262,0.15746632697356,0.169087569294137,0.769458996506016,"waim1251","1","1","0","S New Guinea",146.544,-8.67145,"waim1251"
"hula1239",0.452884835963457,0.157826972062406,0.153511196766438,0.755465334057923,"hula1239","1","1","1","S New Guinea",147.705,-9.99427,"hula1239"
"keap1239",0.453282328774935,0.157289045182092,0.158382668191807,0.75401542940958,"keap1239","1","1","1","S New Guinea",147.95,-10.1342,"keap1239"
"sina1266",0.458889953788791,0.158494308662729,0.15622021560932,0.760977244916255,"sina1266","1","1","0","S New Guinea",147.861,-9.79791,"sina1266"
"kili1267",-0.428007488885393,0.159904588604994,-0.75394451126879,-0.145056858238918,"kili1267","0","0","0","S New Guinea",151.072,-8.72574,"kili1267"
"misi1243",0.521765354531527,0.163660980730424,0.19572670837998,0.817593136439042,"misi1243","1","1","0","S New Guinea",152.696,-10.6821,"misi1243"
"idun1242",0.502037902704195,0.163718513983723,0.176741861956867,0.80125734759564,"idun1242","1","1","0","S New Guinea",150.24,-9.34361,"idun1242"
"kolu1245",0.50301928676763,0.163241236555585,0.183830180031842,0.801317043157377,"kolu1245","1","1","0","S New Guinea",150.462,-9.42742,"kolu1245"
"iama1237",0.507371638420468,0.165197249725489,0.181534415949454,0.810087522486694,"iama1237","1","1","0","S New Guinea",150.573,-9.45005,"iama1237"
"buna1276",0.521158263821155,0.166134668856729,0.188447954556189,0.819252222537667,"buna1276","1","1","0","S New Guinea",151.066,-10.0761,"buna1276"
"dobu1241",0.520904293521213,0.164806698536505,0.191911610386456,0.817388931562415,"dobu1241","1","1","0","S New Guinea",150.825,-9.63239,"dobu1241"
"guma1254",-0.370281195056681,0.157087384567614,-0.70184209751286,-0.10583173127482,"guma1254","1","0","0","S New Guinea",150.762,-9.28497,"guma1254"
"aree1239",-0.37356259663422,0.156438641294983,-0.709145577631317,-0.109175279289009,"aree1239","1","0","0","S New Guinea",149.999,-9.67147,"aree1239"
"gapa1238",0.550724936361768,0.166600917670393,0.208455131280791,0.83916612248652,"gapa1238","1","1","0","S New Guinea",149.854,-9.73317,"gapa1238"
"weda1241",0.554715388641173,0.165203917807953,0.219323820797274,0.842637268175827,"weda1241","1","1","0","S New Guinea",150.172,-10.1246,"weda1241"
"tawa1275",-0.378352367223838,0.15739348000071,-0.70896326794212,-0.111221833249517,"tawa1275","1","0","0","S New Guinea",150.644,-10.3115,"tawa1275"
"buhu1237",-0.330574079824485,0.152002053539119,-0.664362303758655,-0.0844502779144627,"buhu1237","1","0","0","S New Guinea",150.18,-10.5074,"buhu1237"
"mais1250",-0.330603105798065,0.152233842793701,-0.670114468138543,-0.084810706191138,"mais1250","1","0","0","S New Guinea",148.731,-9.22853,"mais1250"
"baba1268",-0.230263393140844,0.123532468115557,-0.521887386001423,-0.0489642056913391,"baba1268","0","0","0","Oceania",157.149,-7.22281,"baba1268"
"sisi1250",-0.230803165130272,0.124334642195518,-0.523440993517387,-0.048956102510582,"sisi1250","0","0","0","Oceania",156.83,-7,"sisi1250"
"hoav1238",-0.219746883360462,0.118513302004969,-0.499427639105282,-0.0480268687392013,"hoav1238","0","0","0","Oceania",157.595,-8.19679,"hoav1238"
"kusa1251",-0.219095288143951,0.116770885038648,-0.491469068131577,-0.0479930581409389,"kusa1251","0","0","0","Oceania",157.463,-8.04056,"kusa1251"
"rovi1238",-0.221951978481131,0.120379144419093,-0.510000832069836,-0.0473322315367375,"rovi1238","0","0","0","Oceania",157.408,-8.20493,"rovi1238"
"blab1237",0.664853480916784,0.145957600449421,0.336397185516947,0.897842257058018,"blab1237","0","1","0","Oceania",159.419,-8.15058,"blab1237"
"koko1269",0.663913097638197,0.146003039863899,0.336363184496514,0.897559296488752,"koko1269","0","1","0","Oceania",159.191,-8.16481,"koko1269"
"chek1238",-0.279608254495742,0.133580381431826,-0.582853508604162,-0.0707378939160195,"chek1238","0","0","0","Oceania",159.625,-8.27055,"chek1238"
"mono1273",-0.256575326510873,0.124443183039728,-0.541329741310166,-0.063391155111057,"mono1273","1","0","0","Oceania",155.76,-7.05102,"mono1273"
"tora1259",-0.256530282842932,0.125102298057971,-0.543809545380253,-0.0637685847192848,"tora1259","1","0","0","Oceania",155.496,-6.19922,"tora1259"
"zaba1237",-0.259535001068397,0.126868949847518,-0.549635377512728,-0.0654439156402789,"zaba1237","0","0","0","Oceania",158.753,-7.74311,"zaba1237"
"bann1247",0.644855421479732,0.157682148362804,0.293780795161749,0.895846075257156,"bann1247","0","1","0","Oceania",155.128,-6.23061,"bann1247"
"teop1238",0.6446148352169,0.156522831637811,0.298210038116196,0.896904094738768,"teop1238","0","1","0","Oceania",154.971,-5.67474,"teop1238"
"sapo1253",-0.288375780264457,0.139651497050862,-0.602346716321066,-0.0731493531305181,"sapo1253","0","0","0","Oceania",154.732,-5.64103,"sapo1253"
"hali1244",-0.283793317249497,0.142172248889383,-0.607571362646383,-0.0658480360227143,"hali1244","0","0","0","Oceania",154.662,-5.26603,"hali1244"
"neha1247",0.603167689447949,0.159330412110122,0.258611544781709,0.867747551697918,"neha1247","0","1","0","Oceania",154.2,-4.56875,"neha1247"
"papa1265",0.602914493173089,0.160657822272319,0.253780886308528,0.870719741176927,"papa1265","0","1","0","Oceania",155.289,-5.92283,"papa1265"
"siar1238",-0.240673590196266,0.130951212789754,-0.552130276576846,-0.0497691074014141,"siar1238","0","0","0","N Coast New Guinea",152.892,-4.62059,"siar1238"
"ramo1244",-0.24046922669786,0.129505892462491,-0.542628808120123,-0.0500993928645607,"ramo1244","0","0","0","N Coast New Guinea",152.451,-4.17306,"ramo1244"
"kuan1248",-0.228094503344215,0.12696207218367,-0.531451901470314,-0.046297505615238,"kuan1248","0","0","0","N Coast New Guinea",152.114,-4.30986,"kuan1248"
"mini1251",-0.226711240665942,0.125295474834879,-0.523547949004171,-0.0446808927664778,"mini1251","0","0","0","N Coast New Guinea",152.005,-4.31803,"mini1251"
"patp1243",-0.230187661465173,0.126267789175659,-0.529765760026029,-0.0466780059033972,"patp1243","0","0","0","N Coast New Guinea",152.493,-3.74711,"patp1243"
"baro1253",-0.234633583007679,0.128998491733193,-0.535641586563788,-0.0488599365222716,"baro1253","0","0","0","N Coast New Guinea",152.193,-3.47672,"baro1253"
