"","Estimate","Est.Error","Q2.5","Q97.5","Glottocode","Verb_final","Free_word_order","Nominal_case","AUTOTYP_area","Longitude","Latitude","Glottocode2"
"hame1242",0.344199433290519,0.0763933502932802,0.219718893046652,0.549432529065784,"hame1242","1","1","1","Greater Abyssinia",36.5176,5.06515,"hame1242"
"ikkk1242",0.343900976280212,0.0747197870428546,0.217709409402949,0.545157945098157,"ikkk1242","0","0","1","S Africa",34.2507,3.61407,"ikkk1242"
"sooo1256",0.32175785726237,0.0657856546971288,0.167342931896451,0.458164941785752,"sooo1256","0","0","0","S Africa",34.7595,2.58367,"sooo1256"
"hoaa1235",0.322711836883102,0.065179132061398,0.171268648300641,0.461976021499776,"hoaa1235","0","0","0","S Africa",24.69828,-23.93447,"hoaa1235"
"motu1246",0.321967700970656,0.0642378812224788,0.169312946653798,0.45882222060798,"motu1246","1","1","0","S New Guinea",147.424,-9.67492,"motu1246"
"lala1268",0.322739673256375,0.064884570644458,0.168089336148029,0.456249670817324,"lala1268","1","0","0","S New Guinea",146.749,-8.93195,"lala1268"
"meke1243",0.323668268584258,0.0662715712809314,0.173669200385719,0.467926817084026,"meke1243","1","1","0","S New Guinea",146.586,-8.23853,"meke1243"
"waim1251",0.322523740244172,0.064097153305228,0.173601051342614,0.460939689111451,"waim1251","1","1","0","S New Guinea",146.544,-8.67145,"waim1251"
"hula1239",0.343442681944538,0.0740751873413134,0.216594510891437,0.541143222409616,"hula1239","1","1","1","S New Guinea",147.705,-9.99427,"hula1239"
"keap1239",0.34415138716577,0.0742840740409826,0.219124405925365,0.543298270556045,"keap1239","1","1","1","S New Guinea",147.95,-10.1342,"keap1239"
"sina1266",0.323035027933613,0.0667741728229897,0.165335667832731,0.468238785715693,"sina1266","1","1","0","S New Guinea",147.861,-9.79791,"sina1266"
"kili1267",0.322623450917611,0.0655913445543956,0.16983594674998,0.462053807678032,"kili1267","0","0","0","S New Guinea",151.072,-8.72574,"kili1267"
"misi1243",0.322822359707131,0.0636645688977195,0.176046868470491,0.45880515207699,"misi1243","1","1","0","S New Guinea",152.696,-10.6821,"misi1243"
