"","Estimate","Est.Error","Q2.5","Q97.5","Glottocode","Verb_final","Free_word_order","Nominal_case","AUTOTYP_area","Longitude","Latitude","Glottocode2"
"coca1259",0.095512608896647,0.124353866432376,0.00101155048637351,0.460737457863604,"coca1259","0","0","0","NE South America",-74,-4.5,"coca1259"
"nhen1239",0.0960410805123675,0.124588867334104,0.00101128640494062,0.468372619619163,"nhen1239","0","1","0","NE South America",-66.9646,1.04503,"nhen1239"
"yuqu1240",0.102566702586656,0.135186703298994,0.00105324485945116,0.510076366836665,"yuqu1240","1","0","0","NE South America",-64.9438,-16.7875,"yuqu1240"
"avac1239",0.336983573813652,0.256985534825152,0.0132332252189072,0.89274690931722,"avac1239","1","1","1","NE South America",-48.1336,-13.6081,"avac1239"
"araw1273",0.12524178294245,0.157276566077542,0.00114798846470874,0.583379304631951,"araw1273","1","1","0","NE South America",-52.5001,-4.90246,"araw1273"
"awet1244",0.124041155983964,0.161614028632747,0.000967515001937025,0.612811122730572,"awet1244","0","1","0","NE South America",-53.391944,-12.381944,"awet1244"
"akun1241",0.0836164465269651,0.122309218027619,0.000349385957720625,0.456711088652217,"akun1241","1","0","0","NE South America",-60.9716,-12.8322,"akun1241"
"saki1248",0.0830372864340694,0.121513620914464,0.000363454669842359,0.450118849780076,"saki1248","1","0","0","NE South America",-62.0927,-13.054,"saki1248"
"kari1311",0.0994399552936427,0.146304264227545,0.000396659267139334,0.545946214493301,"kari1311","0","0","0","NE South America",-64.1522,-9.37937,"kari1311"
"mund1330",0.101636553421755,0.149590159534031,0.000370308277178993,0.564870995984766,"mund1330","1","0","0","NE South America",-57.691,-8.41095,"mund1330"
"hupd1244",0.769365207483244,0.257119610891576,0.120196238158903,0.999454670234924,"hupd1244","1","0","1","NE South America",-69.8359,0.58622,"hupd1244"
"sout2994",0.830710939303985,0.212600897935409,0.230783929763551,0.999655861000302,"sout2994","1","0","1","NE South America",-59.5187,-14.3707,"sout2994"
"saba1268",0.830900832750762,0.212351802480286,0.22806078131041,0.999670333717597,"saba1268","1","1","1","NE South America",-60.335,-12.9857,"saba1268"
"apin1244",0.43289744460664,0.257710417103283,0.0367081321612284,0.920604776785508,"apin1244","1","0","0","NE South America",-47.6315,-6.10774,"apin1244"
"cane1242",0.625635523117116,0.251395478513999,0.112212498988454,0.976666480333775,"cane1242","1","0","1","NE South America",-45.1299,-6.10712,"cane1242"
"pana1307",0.646653668441222,0.249833839727781,0.120435837703453,0.982567623102,"pana1307","0","0","1","NE South America",-53,-10.58,"pana1307"
"xokl1240",0.629083168900756,0.257021217388299,0.106429305963056,0.980766582765108,"xokl1240","1","0","1","SE South America",-49.5886,-26.9217,"xokl1240"
"xava1240",0.378049160895698,0.259238212558824,0.0185946984224889,0.901098144644247,"xava1240","1","0","0","NE South America",-52.4367,-14.3017,"xava1240"
"djeo1235",0.25808787452116,0.239817804304276,0.00400649942285689,0.838187311348846,"djeo1235","1","0","0","NE South America",-64.6694,-12.038,"djeo1235"
"kara1500",0.289268927937252,0.25025150292784,0.00642396957596972,0.870398792406977,"kara1500","1","0","0","NE South America",-50.3492,-11.1881,"kara1500"
"rikb1245",0.598808448905369,0.274848154576111,0.0721371411057684,0.983341053700267,"rikb1245","1","0","1","NE South America",-58.1942,-11.1887,"rikb1245"
"kren1239",0.359085761019385,0.25497067982026,0.0180861574049598,0.893181301276931,"kren1239","1","0","0","SE South America",-41.2299,-18.9988,"kren1239"
"maxa1247",0.521324236985849,0.267459517129324,0.0554236685981056,0.95913953308386,"maxa1247","1","1","1","NE South America",-40.7891,-16.9402,"maxa1247"
"ofay1240",0.264501188687342,0.241586612918447,0.0046491179852172,0.851724524770069,"ofay1240","1","0","0","NE South America",-53.7227,-22.278,"ofay1240"
"boro1282",0.194093188327481,0.237685663176235,0.000303983631337773,0.834317069338198,"boro1282","1","1","0","NE South America",-55.2004,-16.6029,"boro1282"
"pemo1248",0.634145310335793,0.24101378848674,0.132299742174416,0.975256588339244,"pemo1248","1","0","1","NE South America",-61.4033,4.97031,"pemo1248"
"enap1235",0.633652949793712,0.243277722732362,0.133801806279581,0.975506584401398,"enap1235","0","1","1","NE South America",-65.8483,6.95035,"enap1235"
"yukp1241",0.283041342930931,0.231254795226573,0.0106263638463149,0.828032198404951,"yukp1241","1","0","0","NE South America",-73.0557,9.67534,"yukp1241"
"kuik1246",0.559256742041559,0.262220849607761,0.0727986554680144,0.966869386773907,"kuik1246","1","0","1","NE South America",-53.2261,-12.3035,"kuik1246"
"hixk1239",0.205400689684051,0.182994967181124,0.00745540514103874,0.675820204636073,"hixk1239","0","0","0","NE South America",-58.80153,-0.16265,"hixk1239"
"waiw1244",0.205680497788454,0.183406241953099,0.00759890336250571,0.675859696683125,"waiw1244","0","1","0","NE South America",-59.1417,1.50881,"waiw1244"
"trio1238",0.250513090096494,0.207013749567401,0.0115329592322547,0.759276511744028,"trio1238","0","0","0","NE South America",-55.7599,2.53616,"trio1238"
"gali1262",0.286982925378301,0.21062441449739,0.0192778506088217,0.777387057115394,"gali1262","1","1","0","NE South America",-56.8323,5.83772,"gali1262"
"waya1269",0.400067222245824,0.236557053411276,0.0425884234844147,0.873272547429235,"waya1269","0","1","1","NE South America",-54.4429,2.77537,"waya1269"
"maqu1238",0.258698415608512,0.205437892681245,0.0134089107146782,0.75008853708937,"maqu1238","1","0","0","NE South America",-64.3877,4.70705,"maqu1238"
"waim1253",0.259930590012473,0.224805097231355,0.0081017138939704,0.80906300283999,"waim1253","1","0","0","NE South America",-60.4259,-0.61832,"waim1253"
"yura1255",0.179086193959965,0.228955691891881,0.000225835491654004,0.819055787824277,"yura1255","0","1","0","NE South America",-65.1224,-16.7479,"yura1255"
"jaqa1244",0.866731166181787,0.170497599288301,0.36624145419549,0.999551860932027,"jaqa1244","0","1","1","Andean",-75.809231,-12.741939,"jaqa1244"
