"Name","Glottocode","Family_ID","AUTOTYP_area","Nominal_case","Verb_final","Free_word_order","Latitude","Longitude"
"Karkar-Yuri","kark1258","pauw1244","N Coast New Guinea","1","1","1",-3.74954,141.098
"Kutenai","kute1249",NA,"Basin and Plains","0","0","1",48.7892,-115.065
"Naxi","naxi1245","sino1245","Southeast Asia","0","1","0",27.5,100
"Kwerba","nucl1595","kwer1242","N Coast New Guinea","1","1","0",-2.2137,138.486
"Panoan Katukína","pano1254","pano1259","NE South America","1","1","0",-7.97456,-71.56151
"Wanman","wanm1242","pama1250","S Australia","1","0","0",-22.7078,122.325
"Bughotu","bugh1239","aust1307","Oceania","0","0","1",-8.47948,159.802
"Cayubaba","cayu1262",NA,"NE South America","0","0","1",-13.2482,-65.4822
"Guro","guro1248","mand1469","African Savannah","0","1","0",7.34954,-6.31154
"Lusengo","luse1252","atla1278","S Africa","0","1","0",0.16988,18.3991
"Ncane-Mungong","ncan1245","atla1278","African Savannah","0","0","0",6.50696,10.5312
"Pambia","pamb1243","atla1278","S Africa","1","0","0",3.739,26.61
"Warekena do San Miguel","ware1255","araw1281","NE South America","0","0","0",2.904099,-67.092099
"Aja (South Sudan)","ajas1235","kres1240","African Savannah","0","0","0",8.58003,25.6122
"Avatime","avat1244","atla1278","African Savannah","0","0","0",6.8688,0.41314
"Pintupi-Luritja","pint1250","pama1250","S Australia","1","0","1",-23.2963,130.643
"Pulaar","pula1263","atla1278","African Savannah","0","0","0",13.8694,-13.4482
"Sobei","sobe1238","aust1307","N Coast New Guinea","0","0","1",-1.86998,138.75
"Yaouré","yaou1238","mand1469","African Savannah","0","1","0",6.95282,-5.57851
"Atayal","atay1247","aust1307","Oceania","0","0","0",24.5209,121.388
"Gebe","gebe1237","aust1307","Oceania","0","0","0",-0.07877,129.424
"Kim","kimm1246","atla1278","African Savannah","0","0","0",9.79442,15.8936
"Peripheral Mongolian","peri1253","mong1349","Inner Asia","1","1","0",42.4208,110.157
"Vwanji","vwan1235","atla1278","S Africa","1","0","0",-9.00683,34.0757
"Yora","yora1241","pano1259","NE South America","1","1","1",-11.3704,-72.0409
"Inland-Buhi-Daraga Bikol","alba1269","aust1307","Oceania","1","0","1",13.1989,123.49
"Barambu","bara1361","atla1278","S Africa","1","0","0",3.34642,26.861
"Gurani","gura1251","indo1319","Greater Mesopotamia","0","1","1",36.8377,44.4956
"Kele-Foma","kele1255","atla1278","S Africa","0","0","0",0.36906,24.3098
"Maranao","mara1404","aust1307","Oceania","0","0","1",7.79414,124.175
"North Tanna","nort2847","aust1307","Oceania","0","0","0",-19.3733,169.303
"Papantla Totonac","papa1238","toto1251","Mesoamerica","0","0","0",20.5671,-97.2554
"Selee","sele1249","atla1278","African Savannah","0","0","0",7.17462,0.42458
"Western Huasteca Nahuatl","west2624","utoa1244","Mesoamerica","0","0","1",21.3711,-98.7711
"Bangime","bang1363",NA,"African Savannah","0","0","0",14.8116,-3.77092
"Furu","furu1242","cent2225","S Africa","0","0","0",4.485,20.6448
"Guambiano","guam1248","barb1265","Andean","1","1","0",2.55849,-76.582
"Guató","guat1253",NA,"NE South America","0","0","0",-17.8696,-57.2897
"Nati","nati1244","aust1307","Oceania","0","0","0",-16.468709,167.496054
"Ndunga","ndun1249","atla1278","S Africa","0","0","0",2.3886,21.5755
"Soninke","soni1259","mand1469","African Savannah","0","1","0",13.1273,-11.7178
"Tawallammat Tamajaq","tawa1286","afro1255","African Savannah","0","0","1",13.9878,4.47692
"Telugu","telu1262","drav1251","Indic","1","1","1",16.4529,78.7024
"Tempasuk Dusun","temp1235","aust1307","Southeast Asia","0","0","0",6.36389,116.545
"Waimiri-Atroari","waim1253","cari1283","NE South America","0","1","0",-0.61832,-60.4259
"Ap Ma","apma1241","kera1258","N Coast New Guinea","0","1","0",-4.35147,144.085
"Kulsab","fait1240","nucl1709","Interior New Guinea","0","1","1",-5.59947,145.298
"Heiltsuk-Oowekyala","heil1246","waka1280","Alaska-Oregon","1","0","0",51.7045,-127.221
"Lamenu","lame1260","aust1307","Oceania","0","0","0",-16.6098,168.171
"Marúbo","maru1252","pano1259","NE South America","1","1","1",-6.60703,-72.4027
"Tiene","tien1242","atla1278","S Africa","0","0","0",-2.84694,16.4765
"Tugen","tuge1241","nilo1247","S Africa","1","0","1",0.66573,35.8499
"Barain","bare1279","afro1255","African Savannah","1","0","1",10.970124,17.911727
"Bunama","buna1276","aust1307","S New Guinea","0","1","1",-10.0761,151.066
"Mangga Buang","mang1404","aust1307","Interior New Guinea","0","0","1",-6.99891,146.685
"Moi (Indonesia)","moii1235","west1493","N Coast New Guinea","0","0","0",-0.96532,131.52
"Sininkere","sini1242","mand1469","African Savannah","0","1","0",13.7206,-0.78772
"Achagua","acha1250","araw1281","NE South America","1","0","0",4.38649,-72.2005
"Camsá","cams1241",NA,"Andean","0","0","1",1.14537,-76.8931
"Dibole","dibo1245","atla1278","S Africa","0","0","0",1.07773,17.2305
"Kenga","keng1240","cent2225","African Savannah","0","0","0",11.6816,18.1464
"Mann","mann1248","mand1469","African Savannah","0","1","0",7.04616,-8.86405
"Mongo","mong1338","atla1278","S Africa","0","0","0",-1.54228,20.4259
"Southeast Ambrym","sout2859","aust1307","Oceania","0","0","0",-16.2975,168.211
"Wan","wann1242","mand1469","African Savannah","0","1","0",7.88773,-5.82092
"Biafada","biaf1240","atla1278","African Savannah","0","0","1",11.467,-15.1347
"Esan","esan1238","atla1278","African Savannah","0","0","0",6.25685,6.33917
"Laiyolo","laiy1246","aust1307","Oceania","0","0","1",-6.45512,120.483
"Siawi","siaw1243","amto1249","N Coast New Guinea","1","1","1",-4.05312,141.42
"Akei","akei1237","aust1307","Oceania","0","0","0",-15.6377,166.767
"Brao","lave1249","aust1305","Southeast Asia","0","0","0",14.5994,107.008
"Malaweg","mala1534","aust1307","Oceania","0","0","0",17.844833,121.391322
"Siriano","siri1274","tuca1253","NE South America","1","1","0",0.436515,-70.184
"Waray (Philippines)","wara1300","aust1307","Oceania","1","0","0",11.4911,125.012
"Beja","beja1238","afro1255","N Africa","1","1","1",17.2436,36.6666
"Ngombe (Democratic Republic of Congo)","ngom1268","atla1278","S Africa","0","0","0",1.45357,20.14148
"Saya","saya1246","afro1255","African Savannah","0","0","0",9.69441,9.71748
"Tengger","teng1272","aust1307","Southeast Asia","0","0","1",-7.89069,113.037
"Acheron","ache1245","narr1279","African Savannah","0","0","0",10.8827,30.3187
"Aekyom","aeky1238","kamu1264","S New Guinea","1","1","0",-5.88478,141.532
"Birri","birr1240","cent2225","African Savannah","0","1","0",5.33,24.6
"Fipa","fipa1238","atla1278","S Africa","0","0","1",-7.88963,31.3442
"Kaonde","kaon1241","atla1278","S Africa","0","0","1",-12.4129,25.7646
"Namakura","nama1268","aust1307","Oceania","0","0","1",-16.8979,168.569
"Nukuoro","nuku1260","aust1307","Oceania","1","0","1",3.84,154.975
"Berta","bert1248",NA,"African Savannah","1","0","1",10.6474,34.7042
"Bomboma","bomb1262","atla1278","S Africa","0","0","0",2.40195,18.7841
"Monzombo","monz1249","atla1278","S Africa","0","0","0",3.19008,18.5129
"Torau","tora1259","aust1307","Oceania","0","1","0",-6.19922,155.496
"Terena-Kinikinao-Chane","tere1279","araw1281","SE South America","0","0","0",-20.6614,-56.0329
"Mabaale","maba1270","atla1278","S Africa","0","0","0",2.11942,20.8759
"Musgu","musg1254","afro1255","African Savannah","0","0","1",10.8439,15.1065
"Nomaande","noma1260","atla1278","African Savannah","0","0","1",4.5893,10.9157
"Shambala","sham1280","atla1278","S Africa","0","0","0",-4.8,38.29
"Loi-Likila","balo1261","atla1278","S Africa","0","0","0",0.93777,18.1266
"Baré","bare1276","araw1281","NE South America","0","0","0",1.91649,-66.828
"Buol","buol1237","aust1307","Oceania","1","0","0",0.97727,121.519
"Mbugwe","mbug1242","atla1278","S Africa","0","0","0",-3.75763,35.8133
"Iquito","iqui1243","zapa1251","NE South America","0","0","1",-3.31233,-73.97046
"Northern Bai","nort2724","sino1245","Southeast Asia","0","0","0",26.925,99.656
"Eastern Atadei","sout2896","aust1307","Oceania","0","0","0",-8.49783,123.531
"Upper Kinabatangan","uppe1427","aust1307","Southeast Asia","0","0","0",5.31911,116.901
"Basa (Nigeria)","basa1282","atla1278","African Savannah","0","0","0",8.03159,7.06183
"Eton-Mengisa","eton1253","atla1278","African Savannah","0","0","0",4.21045,11.3935
"Mele-Fila","mele1250","aust1307","Oceania","0","0","0",-17.6841,168.275
"Tagwana Senoufo","tagw1240","atla1278","African Savannah","0","1","0",8.67053,-5.17372
"Wedau","weda1241","aust1307","S New Guinea","0","1","1",-10.1246,150.172
"Limos Kalinga","limo1248","aust1307","Oceania","1","0","0",17.6081,121.381
"Yanesha'","yane1238","araw1281","Andean","0","0","1",-10.5454,-75.315
"Kui (India)","kuii1252","drav1251","Indic","1","1","1",19.2043,83.5859
"Jedek","jede1239","aust1305","Southeast Asia","1","0","0",5.3,101.75
"Riantana","rian1263","kolo1268","S New Guinea","0","1","0",-7.50746,138.484
"Congo Swahili","cong1236","atla1278","S Africa","0","0","0",-7.2692,27.4196
"Krenak","kren1239","nucl1710","SE South America","0","1","0",-18.9988,-41.2299
"Mono-Alu","mono1273","aust1307","Oceania","0","1","0",-7.05102,155.76
"Palikúr","pali1279","araw1281","NE South America","1","0","0",3.63993,-51.6246
"Suba","suba1238","atla1278","S Africa","0","0","1",-0.95719,34.1033
"Huron-Wyandot","wyan1247","iroq1247","E North America","0","0","1",44.33,-77.5
"Tiv","tivv1240","atla1278","African Savannah","0","0","0",6.88039,9.26287
"Eastern Subanen","east2694","aust1307","Oceania","1","0","0",8.2475,123.5234
"Yaka-Pelende-Lonzo","yaka1269","atla1278","S Africa","0","0","0",-5.984,16.775
"Anfillo","anfi1235","gong1255","Greater Abyssinia","0","1","0",8.568,34.647
"Talaandig-Binukid","binu1244","aust1307","Oceania","0","0","1",8.15933,124.892
"Nalca","nalc1240","nucl1709","Interior New Guinea","0","1","1",-4.26068,139.883
"Djeoromitxí","djeo1235","nucl1710","NE South America","0","1","0",-12.038,-64.6694
"Iamalele","iama1237","aust1307","S New Guinea","0","1","1",-9.45005,150.573
"Tagoi","tago1246","rash1249","African Savannah","0","1","0",12.0346,30.9306
"Western Bukidnon Manobo","west2555","aust1307","Oceania","0","0","0",7.6682,124.825
"Moronene","moro1287","aust1307","Oceania","0","0","1",-4.62361,121.824
"Narungga","naru1238","pama1250","S Australia","1","1","0",-34.69,137.535
"Yukpa","yukp1241","cari1283","NE South America","0","1","0",9.67534,-73.0557
"Iwam","iwam1256","sepi1257","Interior New Guinea","0","1","0",-4.27346,141.817
"Marori","moro1289",NA,"S New Guinea","1","1","1",-8.5692,140.688
"Osamayi","osam1235","atla1278","S Africa","0","0","0",-0.012,13.61
"Motembo-Kunda","temb1272","atla1278","S Africa","0","0","0",2.0246,20.36849
"Ahin-Kayapa Kalanguya","ahin1234","aust1307","Oceania","0","0","0",16.321,120.90003
"Bambara","bamb1269","mand1469","African Savannah","0","1","0",12.9,-7.65
"Labuk-Kinabatangan Kadazan","labu1249","aust1307","Southeast Asia","1","0","0",5.51924,117.507
"Batak Karo","bata1293","aust1307","Southeast Asia","0","0","1",2.12787,98.2517
"Wambayan","wamb1258","mirn1241","N Australia","1","0","1",-17.496,135.683
"Aiton","aito1238","taik1256","Indic","0","0","0",26.5145,92.3169
"Bamwe","bamw1238","atla1278","S Africa","0","0","0",2.16773,19.1644
"Nias","nias1242","aust1307","Southeast Asia","1","0","0",0.90691,97.4961
"Bilua","bilu1245",NA,"Oceania","0","0","1",-7.92388,156.663
"Bongili","bong1284","atla1278","S Africa","0","0","0",0.37063,16.6079
"Buru (Indonesia)","buru1303","aust1307","Oceania","0","0","0",-3.43957,126.632
"Mali","mali1284","bain1263","N Coast New Guinea","0","0","0",-4.71826,152.214
"Oko-Eni-Osayen","okoe1238","atla1278","African Savannah","0","0","0",7.53908,6.15725
"Sukur","suku1272","afro1255","African Savannah","0","0","1",10.8933,13.6437
"Tiwi","tiwi1244",NA,"N Australia","0","0","1",-11.6308,130.949
"West Kewa","west2599","nucl1709","Interior New Guinea","0","1","0",-6.32097,143.73
"Yeyi","yeyi1239","atla1278","S Africa","0","0","1",-18.9178,23.6088
"Amharic","amha1245","afro1255","Greater Abyssinia","1","1","1",11.708182,39.543456
"Curripaco","curr1243","araw1281","NE South America","0","0","1",0.69618,-67.5028
"Baniva de Maroa","guar1293","araw1281","NE South America","0","0","1",1.80835,-66.922505
"Phake","phak1238","taik1256","Indic","0","0","0",27.8197,95.8131
"Selepet","sele1250","nucl1709","N Coast New Guinea","0","1","0",-6.03532,147.234
"Suabo","suab1238","inan1242","N Coast New Guinea","0","0","1",-2.07971,132.157
"Tagalog","taga1270","aust1307","Oceania","1","0","1",14.06,121.747
"Thai","thai1261","taik1256","Southeast Asia","0","0","0",14.192,100.671
"Tilung","tilu1238","sino1245","Indic","1","1","1",27.2203,86.4694
"Yongbei Zhuang","yong1276","taik1256","Southeast Asia","0","0","0",23.1,108.15
"Abui","abui1241","timo1261","Oceania","0","1","0",-8.31058,124.588
"Bekwil","bekw1242","atla1278","S Africa","0","0","0",1.71801,14.6527
"Biak","biak1248","aust1307","N Coast New Guinea","0","0","0",-0.9523,135.879
"Mian","mian1256","nucl1709","N Coast New Guinea","0","1","1",-4.70881,141.523
"Sengseng","seng1281","aust1307","N Coast New Guinea","0","0","0",-6.16474,149.784
"Usan","usan1239","nucl1709","N Coast New Guinea","0","1","0",-4.84265,145.362
"Yimas","yima1243","lowe1437","N Coast New Guinea","0","0","1",-4.71731,143.572
"Bambassi","bamb1262","maoo1243","Greater Abyssinia","1","1","0",9.82554,34.6522
"Gooniyandi","goon1238","buna1274","N Australia","1","1","1",-18.4073,126.351
"Hinuq","hinu1240","nakh1245","Greater Mesopotamia","1","1","1",42.4502,45.8064
"Hlai","hlai1239","taik1256","Southeast Asia","0","0","0",18.8062,109.459
"Kalamang","kara1499","west2604","N Coast New Guinea","1","1","0",-3.47037,132.678
"I'saka","kris1246","skoo1245","N Coast New Guinea","0","1","0",-2.80084,141.303
"Lao","laoo1244","taik1256","Southeast Asia","0","0","0",19,102.46
"Balobo","liki1240","atla1278","S Africa","0","0","0",1.75106,19.0222
"Meriam","meri1244","east2503","N Australia","1","1","0",-9.59575,143.773
"Muna","muna1247","aust1307","Oceania","0","0","1",-5.40419,122.541
"Nggem","ngge1241","nucl1709","Interior New Guinea","1","1","1",-3.62735,139.011
"Paunaka","paun1241","araw1281","NE South America","0","0","1",-14.353747,-63.086994
"Puyuma","puyu1239","aust1307","Oceania","1","0","0",22.643,120.996
"Central Gelao-Qau","qaua1234","taik1256","Southeast Asia","0","0","0",26.155438,106.16455
"Telefol","tele1256","nucl1709","Interior New Guinea","0","1","0",-5.07444,141.731
"Thayore","thay1249","pama1250","N Australia","1","0","1",-14.8159,142.034
"Tsou","tsou1248","aust1307","Oceania","1","0","0",23.216,120.787
"Umanakaina","uman1240","daga1274","S New Guinea","0","1","0",-9.89671,149.658
"Alamblak","alam1246","sepi1257","N Coast New Guinea","1","0","1",-4.66307,143.316
"Kala Lagaw Ya","kala1377","pama1250","N Australia","1","1","0",-10.6748,142.196
"Kurtokha","kurt1248","sino1245","Indic","1","1","0",27.5365,90.9822
"Lobala","loba1239","atla1278","S Africa","0","0","0",2.04881,18.3667
"Mengen","meng1267","aust1307","Oceania","0","0","0",-5.47036,151.373
"Siroi","siro1249","nucl1709","N Coast New Guinea","0","1","0",-5.52893,145.994
"Warlpiri","warl1254","pama1250","S Australia","1","0","1",-20.1008,131.05
"Litoka","lito1235","atla1278","S Africa","0","0","0",2.69,19.24
"Murriny Patha","murr1258","sout2772","N Australia","0","1","1",-14.74852,129.70152
"Ocotlán Zapotec","ocot1244","otom1299","Mesoamerica","0","0","0",16.8258,-96.7263
"Bunak","buna1278","timo1261","Oceania","0","0","0",-9.13618,125.216
"Hatam","hata1243","hata1242","N Coast New Guinea","0","0","0",-1.13531,134.037
"Kaluli","kalu1248","bosa1245","S New Guinea","0","1","0",-6.45932,142.788
"Kayardild","kaya1319","tang1340","N Australia","1","0","1",-17.0695,139.489
"Kobon","kobo1249","nucl1709","Interior New Guinea","0","1","0",-5.16446,144.46
"Korafe-Yegha","kora1294","nucl1709","S New Guinea","0","1","1",-9.07,149.267
"Korowai","koro1312","nucl1709","S New Guinea","0","1","0",-5.26952,140.047
"Machiguenga","mach1267","araw1281","NE South America","0","0","1",-12.1291,-72.5017
"Menya","meny1245","anga1289","Interior New Guinea","1","1","0",-7.17425,146.071
"Meyah","meya1236","east1459","N Coast New Guinea","0","0","0",-1.18016,133.618
"Middle Clarence Bandjalang","midd1357","pama1250","S Australia","1","1","1",-29.042737,152.780249
"Nomatsiguenga","noma1263","araw1281","Andean","0","0","1",-11.5349,-74.4371
"Zimbabwean Ndebele","nort2795","atla1278","S Africa","0","0","0",-20.2513,27.4096
"Southern Dong","sout2741","taik1256","Southeast Asia","0","0","0",25.8874,109.222
"Tagin","tagi1241","sino1245","Indic","1","1","0",27.986064,94.221711
"Tawala","tawa1275","aust1307","S New Guinea","0","1","0",-10.3115,150.644
"Tidore","tido1248","nort2923","Oceania","0","0","0",0.02461,127.746
"Bouyei","bouy1240","taik1256","Southeast Asia","0","0","0",24.8484,106.187
"Chiga","chig1238","atla1278","S Africa","0","0","0",-1.04387,29.9122
"Grass Koiari","gras1249","koia1260","S New Guinea","0","1","0",-9.51218,147.437
"Ngandi","ngan1295","gunw1250","N Australia","1","0","1",-12.8448,134.649
"Warluwara","warl1256","pama1250","S Australia","1","1","1",-22.2909,138.738
"Yabem","yabe1254","aust1307","N Coast New Guinea","0","0","0",-6.67052,147.81
"Asoa","asoa1238","cent2225","S Africa","0","0","0",2.26818,26.7198
"Bardi","bard1255","nyul1248","N Australia","1","0","1",-16.6274,122.906
"Ganggalida","gang1267","tang1340","N Australia","1","0","1",-17.5446,139.426
"Garrwa","gara1269","garr1260","N Australia","1","0","1",-17.4504,137.72014
"Iloko","ilok1237","aust1307","Oceania","1","0","0",15.9361,120.993
"Kamasau","kama1367","nucl1708","N Coast New Guinea","0","1","0",-3.8503,143.842
"Kamoro","kamo1255","nucl1709","S New Guinea","0","1","0",-4.30433,135.883
"Kol (Papua New Guinea)","kolp1236",NA,"Oceania","0","0","0",-5.21042,151.583
"Lardil","lard1243","tang1340","N Australia","1","0","1",-16.56152,139.4343
"Maonan","maon1241","taik1256","Southeast Asia","0","0","0",25.0169,108.024
"Marra","mara1385","mang1423","N Australia","1","0","1",-14.7927,134.865
"Ksingmul","puoc1238","aust1305","Southeast Asia","0","0","1",20.8862,103.931
"Suena","suen1241","nucl1709","S New Guinea","0","1","0",-7.76339,147.534
"Tauya","tauy1241","nucl1709","Interior New Guinea","1","1","0",-5.74255,145.366
"Wambon","wamb1259","nucl1709","S New Guinea","0","1","0",-5.44334,140.48
"Bauzi","bauz1241","geel1240","N Coast New Guinea","1","1","1",-2.44717,137.629
"Dar Daju Daju","dard1243","daju1249","African Savannah","0","0","0",12.1187,18.7996
"Dera (Indonesia)","dera1245","sena1264","N Coast New Guinea","1","1","1",-3.52309,140.947
"Eastern Arrernte","east2379","pama1250","S Australia","1","1","0",-23.3583,135.046
"Gizrra","gizr1240","east2503","N Australia","1","1","1",-9.183,142.804
"Yagaria","yaga1260","nucl1709","Interior New Guinea","0","1","1",-6.32432,145.388
"Ida'an","idaa1241","aust1307","Southeast Asia","0","0","0",5.29059,118.515
"Nyawaygi","nyaw1247","pama1250","N Australia","1","1","1",-18.8743,146.216
"Prasun","pras1239","indo1319","Indic","1","1","0",35.420531,70.922783
"Ritarungo","rita1239","pama1250","N Australia","1","0","1",-13.4559,135.259
"Siwai","siwa1245","sout2948","Oceania","1","1","0",-6.6429,155.452
"Tafi","tafi1243","atla1278","African Savannah","0","0","0",6.79522,0.39875
"Takia","taki1248","aust1307","N Coast New Guinea","0","1","0",-4.69057,145.975
"Arammba","aram1253","more1255","S New Guinea","0","1","1",-8.29593,141.445
"Lemeting","bela1260","aust1307","Southeast Asia","0","0","0",4.96207,114.933
"Eastern Cham","east2563","aust1307","Southeast Asia","0","0","0",11.2853,108.49
"Kanasi","kana1288","daga1274","S New Guinea","0","1","0",-10.1658,149.751
"Kimaama","kima1246","kolo1268","S New Guinea","0","1","0",-8.01899,138.355
"Mauwake","mauw1238","nucl1709","N Coast New Guinea","0","1","0",-4.52416,145.394
"Sulka","sulk1246",NA,"N Coast New Guinea","0","0","0",-5.03471,151.891
"Yessan-Mayo","yess1239","sepi1257","N Coast New Guinea","0","1","0",-4.15721,142.574
"Ambulas","ambu1247","nduu1242","N Coast New Guinea","0","0","1",-3.7801,143.059
"Anem","anem1249",NA,"N Coast New Guinea","0","0","0",-5.54836,148.993
"Asháninka","asha1243","araw1281","Andean","0","0","1",-11.9311,-73.9073
"Cha'palaa","chac1249","barb1265","Andean","1","1","0",0.71489,-79.0508
"Djambarrpuyngu","djam1256","pama1250","N Australia","1","1","1",-12.021,135.59
"Duna","duna1248",NA,"Interior New Guinea","0","1","0",-5.41439,142.475
"Hausa","haus1257","afro1255","African Savannah","0","0","0",11.1513,8.7804
"Ignaciano","igna1246","araw1281","NE South America","0","0","1",-15.1188,-65.3993
"Imonda","imon1245","bord1247","N Coast New Guinea","0","1","1",-3.31228,141.171
"Klon","kelo1247","timo1261","Oceania","0","1","1",-8.40688,124.429
"Madurese","nucl1460","aust1307","Southeast Asia","0","0","0",-7,113
"Orya","orya1242","toro1256","N Coast New Guinea","0","0","1",-2.76483,139.89
"Yine","yine1238","araw1281","NE South America","0","0","1",-11.1086,-73.3087
"Abenlen Ayta","aben1249","aust1307","Oceania","1","0","0",15.4131,120.2
"Bukiyip","buki1249","nucl1708","N Coast New Guinea","0","0","0",-3.47169,143.111
"Kimaragang","kima1244","aust1307","Southeast Asia","1","0","0",6.61982,116.96
"Loma (Liberia)","loma1260","mand1469","African Savannah","0","1","0",7.91585,-9.69906
"Mussau-Emira","muss1246","aust1307","N Coast New Guinea","0","0","1",-1.44105,149.624
"Northern Roglai","nort2994","aust1307","Southeast Asia","0","0","0",12.1967,108.849
"Tainae","tain1253","anga1289","S New Guinea","1","1","0",-7.40306,145.682
"Northwestern Kolami","nort2699","drav1251","Indic","1","1","1",20.1022,78.4934
"Plateau Malagasy","plat1254","aust1307","Southeast Asia","1","0","0",-19.5907,47.1211
"Rawa","rawa1267","nucl1709","N Coast New Guinea","0","1","0",-5.83155,145.937
"Southern Kiwai","sout2949","kiwa1251","S New Guinea","0","0","1",-8.64889,143.244
"Abau","abau1245","sepi1257","N Coast New Guinea","1","1","0",-3.97222,141.324
"Bine","bine1240","east2503","S New Guinea","0","1","1",-9.08879,142.893
"Golin","goli1247","nucl1709","Interior New Guinea","0","1","0",-6.2249,144.8505
"Bandial","band1340","atla1278","African Savannah","0","0","0",12.5258,-16.4245
"Burarra","bura1267","mani1293","N Australia","0","1","1",-12.3061,134.365
"Mende (Papua New Guinea)","mend1268","sepi1257","N Coast New Guinea","0","1","1",-3.67233,142.683
"Siar-Lak","siar1238","aust1307","N Coast New Guinea","0","0","0",-4.62059,152.892
"Siwu","siwu1238","atla1278","African Savannah","0","0","0",7.23811,0.44362
"Uneapa","unea1237","aust1307","N Coast New Guinea","0","0","1",-4.89383,149.141
"Nugunu (Cameroon)","nugu1242","atla1278","African Savannah","0","0","0",4.63103,11.1837
"Wapishana","wapi1253","araw1281","NE South America","0","0","0",2.58744,-59.8021
"Waskia","wask1241","nucl1709","N Coast New Guinea","0","1","0",-4.57978,145.979
"Waurá","waur1244","araw1281","NE South America","1","0","1",-13.296,-53.6971
"Baniwa do Icana","bani1255","araw1281","NE South America","1","0","1",2.17859,-67.7704
"Jju","jjuu1238","atla1278","African Savannah","0","0","0",9.83116,7.97167
"Namia","nami1256","sepi1257","N Coast New Guinea","0","1","0",-3.85538,141.788
"Salt-Yui","salt1242","nucl1709","Interior New Guinea","0","1","0",-6.26519,145.021
"Southern Grebo","sout2826","krua1234","African Savannah","0","0","0",4.47607,-7.56872
"Una","unaa1239","nucl1709","Interior New Guinea","0","1","0",-4.69676,140.1
"Cebuano","cebu1242","aust1307","Oceania","0","0","0",8.38799,124.367
"Mairasi","nucl1594","mair1253","N Coast New Guinea","0","1","1",-3.4511,134.071
"Resígaro","resi1247","araw1281","NE South America","0","1","0",-1.169535,-71.60524
"West Berawan","west2564","aust1307","Southeast Asia","0","0","0",3.9815,114.528
"Bench","benc1235","gong1255","Greater Abyssinia","1","1","0",7.04682,35.7673
"Halang","hala1252","aust1305","Southeast Asia","0","0","0",14.7862,107.457
"Nabak","naba1256","nucl1709","N Coast New Guinea","0","1","0",-6.42709,146.966
"Soo","sooo1256","kuli1252","S Africa","0","0","0",2.58367,34.7595
"Tegali","tega1236","rash1249","African Savannah","0","1","0",11.9523,31.1112
"Chimwiini","chim1312","atla1278","Greater Abyssinia","0","0","1",1.111787,44.026991
"Garifuna","gari1256","araw1281","Mesoamerica","1","0","1",15.3529,-86.9091
"Gaa","gaaa1245","atla1278","African Savannah","0","0","0",8.4809,11.9603
"Galambu","gala1264","afro1255","African Savannah","0","0","0",10.1258,10.2542
"Maiani","maia1253","nucl1709","N Coast New Guinea","0","1","0",-4.55066,145.239
"Bolgo","bolg1251","atla1278","African Savannah","0","0","0",10.9025,18.8076
"Defaka","defa1248","ijoi1239","African Savannah","1","1","0",4.58451,7.50186
"Ndom","ndom1245","kolo1268","S New Guinea","0","1","0",-7.93553,138.019
"Kairiru","kair1263","aust1307","N Coast New Guinea","0","1","0",-3.34608,143.558
"Bannoni","bann1247","aust1307","Oceania","0","0","1",-6.23061,155.128
"Sisiqa","sisi1250","aust1307","Oceania","0","0","0",-7,156.83
"Giiwo","giiw1236","afro1255","African Savannah","0","0","0",10.35754,10.46037
"Lafofa","lafo1243",NA,"African Savannah","0","0","0",10.3357,30.7331
"Geruma","geru1240","afro1255","African Savannah","0","0","0",10.4775,9.78484
"Kaure-Narau","kaur1271","kaur1274","N Coast New Guinea","0","1","0",-3.39188,140.14
"Terei","tere1278","sout2948","Oceania","1","1","0",-6.70051,155.745
"Yawalapití","yawa1261","araw1281","NE South America","0","0","0",-12.5104,-53.4236
"Dizin","dizi1235","dizo1235","Greater Abyssinia","1","1","0",6.1405,35.5763
"Ye'kwana","maqu1238","cari1283","NE South America","0","1","0",4.70705,-64.3877
"Qaqet","qaqe1238","bain1263","N Coast New Guinea","0","0","0",-4.45258,151.702
"Chamicuro","cham1318","araw1281","NE South America","0","0","1",-5.1149,-75.6778
"Meramera","mera1242","aust1307","Oceania","0","0","0",-4.97468,151.528
"Obo Manobo","obom1235","aust1307","Oceania","0","0","0",7.29141,125.09
"Naasioi","naas1242","sout2948","Oceania","1","1","0",-6.46022,155.632
"Beele","beel1236","afro1255","African Savannah","0","0","0",10.1609,10.4204
"Ramoaaina","ramo1244","aust1307","N Coast New Guinea","0","0","0",-4.17306,152.451
"Pele-Ata","pele1245",NA,"N Coast New Guinea","0","0","0",-5.58045,151.05
"Eastern Mnong","east2333","aust1305","Southeast Asia","0","0","1",12.3939,108.354
